application_number,product_number,chemical_name,dosage
ANDA083214,001,PROMETHAZINE HYDROCHLORIDE,12.5MG
NDA018014,001,DOPAMINE HYDROCHLORIDE,40MG
ANDA083241,001,HYDRALAZINE HYDROCHLORIDE,10MG
ANDA083271,001,NIACIN,500MG
ANDA083278,001,PROPOXYPHENE HYDROCHLORIDE,65MG
ANDA083301,001,PENTOBARBITAL SODIUM,100MG
ANDA083305,001,NIACIN,500MG
ANDA083345,002,POTASSIUM CHLORIDE,2MEQ
ANDA083345,003,POTASSIUM CHLORIDE,1MEQ
ANDA083345,001,POTASSIUM CHLORIDE,1.5MEQ
ANDA083444,001,RAUWOLFIA SERPENTINA ROOT,100MG
ANDA083462,001,TRICHLORMETHIAZIDE,4MG
NDA018029,001,METHYLPHENIDATE HYDROCHLORIDE,20MG
ANDA083486,001,ISOPROTERENOL HYDROCHLORIDE,0.2MG
ANDA083513,001,GENTIAN VIOLET,0.4%
ANDA083535,001,PROCAINE HYDROCHLORIDE,1%
ANDA083535,002,PROCAINE HYDROCHLORIDE,2%
ANDA083561,001,HYDRALAZINE HYDROCHLORIDE,50MG
ANDA083583,001,QUINIDINE SULFATE,200MG
ANDA083626,001,TRIPELENNAMINE HYDROCHLORIDE,50MG
ANDA083712,001,PROMETHAZINE HYDROCHLORIDE,12.5MG
ANDA083745,001,IMIPRAMINE HYDROCHLORIDE,25MG
ANDA083764,001,PREDNISOLONE ACETATE,50MG
ANDA083775,001,THIAMINE HYDROCHLORIDE,100MG
ANDA083784,001,MECLIZINE HYDROCHLORIDE,12.5MG
ANDA083791,001,NITROFURAZONE,0.2%
ANDA083804,001,PHENTERMINE HYDROCHLORIDE,8MG
ANDA083830,001,MEPROBAMATE,200MG
NDA007842,002,GALLAMINE TRIETHIODIDE,100MG
NDA007842,001,GALLAMINE TRIETHIODIDE,20MG
NDA018055,001,DEXTROSE,3.3GM
NDA018055,001,SODIUM CHLORIDE,300MG
ANDA083867,001,RAUWOLFIA SERPENTINA ROOT,50MG
ANDA083892,001,SELENIUM SULFIDE,2.5%
ANDA083922,001,PHENDIMETRAZINE TARTRATE,35MG
ANDA083976,001,METHYLTESTOSTERONE,10MG
ANDA084133,001,PREDNISONE,10MG
NDA018074,001,PHENDIMETRAZINE TARTRATE,105MG
ANDA084145,001,SULFACETAMIDE SODIUM,10%
ANDA084177,001,QUINIDINE SULFATE,200MG
ANDA084214,002,PROMETHAZINE HYDROCHLORIDE,25MG
ANDA084238,001,PENTOBARBITAL SODIUM,100MG
ANDA084244,001,METHYLTESTOSTERONE,10MG
ANDA084277,001,METHOCARBAMOL,500MG
ANDA084283,001,PREDNISONE,50MG
ANDA084285,001,DICYCLOMINE HYDROCHLORIDE,10MG
ANDA084300,001,CYCLOPENTOLATE HYDROCHLORIDE,0.2%
ANDA084300,001,PHENYLEPHRINE HYDROCHLORIDE,1%
ANDA084340,001,TRIAMCINOLONE,4MG
ANDA084341,001,PREDNISONE,10MG
ANDA084343,002,TRIAMCINOLONE ACETONIDE,0.1%
ANDA084343,001,TRIAMCINOLONE ACETONIDE,0.025%
ANDA084361,001,DICYCLOMINE HYDROCHLORIDE,20MG
ANDA084386,001,DIGOXIN,0.25MG
ANDA084402,001,BETHANECHOL CHLORIDE,5MG
ANDA084422,001,SECOBARBITAL SODIUM,100MG
ANDA084435,001,MEPROBAMATE,200MG
ANDA084547,001,MEPROBAMATE,400MG
ANDA084549,001,QUINIDINE SULFATE,200MG
ANDA084574,001,AMINOPHYLLINE,100MG
ANDA084580,001,HYDROCHLOROTHIAZIDE,25MG
ANDA084580,001,RESERPINE,0.125MG
ANDA084591,001,PROMETHAZINE HYDROCHLORIDE,25MG
ANDA084613,001,DEXAMETHASONE,0.75MG
ANDA084639,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG
ANDA084652,001,CHLOROTRIANISENE,12MG
ANDA084655,001,PREDNISONE,5MG
ANDA084656,001,ACETAMINOPHEN,300MG
ANDA084656,001,CODEINE PHOSPHATE,30MG
ANDA084658,001,HYDROCHLOROTHIAZIDE,50MG
NDA018127,001,ETHINYL ESTRADIOL,0.035MG
NDA018127,001,NORETHINDRONE,0.4MG
NDA018132,004,DOPAMINE HYDROCHLORIDE,80MG
NDA018132,002,DOPAMINE HYDROCHLORIDE,80MG
NDA018132,003,DOPAMINE HYDROCHLORIDE,160MG
NDA018132,001,DOPAMINE HYDROCHLORIDE,40MG
ANDA084707,001,TRIAMCINOLONE,8MG
ANDA084764,001,DEXAMETHASONE,0.25MG
ANDA084835,001,PHENDIMETRAZINE TARTRATE,35MG
ANDA084876,001,HYDRALAZINE HYDROCHLORIDE,25MG
ANDA084876,001,HYDROCHLOROTHIAZIDE,15MG
ANDA084876,001,RESERPINE,0.1MG
ANDA084914,001,QUINIDINE SULFATE,200MG
ANDA084931,001,METHAMPHETAMINE HYDROCHLORIDE,5MG
ANDA084931,002,METHAMPHETAMINE HYDROCHLORIDE,10MG
ANDA084947,001,LIDOCAINE,5%
ANDA084967,001,METHYLTESTOSTERONE,10MG
ANDA084974,001,RESERPINE,1MG
ANDA084990,001,DEXAMETHASONE,1.5MG
ANDA085061,001,FOLIC ACID,1MG
ANDA085104,001,CHLORPHENIRAMINE MALEATE,4MG
ANDA085106,002,ACETAMINOPHEN,325MG
ANDA085106,002,OXYCODONE HYDROCHLORIDE,5MG
ANDA085115,001,PREDNISONE,5MG
ANDA085118,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG
ANDA085122,001,TRIAMCINOLONE DIACETATE,25MG
ANDA085165,001,CHLOROTHIAZIDE,250MG
ANDA085177,001,ERGOLOID MESYLATES,1MG
ANDA085187,001,THEOPHYLLINE,80MG
ANDA085200,001,IMIPRAMINE HYDROCHLORIDE,10MG
ANDA085205,001,THEOPHYLLINE,250MG
ANDA085211,001,ATROPINE SULFATE,0.025MG
ANDA085211,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA085214,001,HYDROCORTISONE ACETATE,50MG
ANDA085218,002,ACETAMINOPHEN,300MG
ANDA085218,002,CODEINE PHOSPHATE,30MG
ANDA085220,001,IMIPRAMINE HYDROCHLORIDE,10MG
ANDA085245,001,CYPROHEPTADINE HYDROCHLORIDE,4MG
NDA018197,001,IBUPROFEN,400MG
NDA018197,002,IBUPROFEN,600MG
ANDA085264,002,THEOPHYLLINE,200MG
ANDA085264,001,THEOPHYLLINE,100MG
ANDA085302,001,ESTERIFIED,1.25MG
ANDA085339,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG
ANDA085347,001,HYDROCHLOROTHIAZIDE,100MG
ANDA085362,003,PROCAINE HYDROCHLORIDE,1%
ANDA085362,004,PROCAINE HYDROCHLORIDE,2%
ANDA085416,001,PREDNISOLONE,5MG
NDA018207,004,TRAZODONE HYDROCHLORIDE,300MG
NDA018207,002,TRAZODONE HYDROCHLORIDE,100MG
NDA018207,003,TRAZODONE HYDROCHLORIDE,150MG
NDA018207,001,TRAZODONE HYDROCHLORIDE,50MG
ANDA085421,001,HYDROCHLOROTHIAZIDE,25MG
ANDA085421,001,RESERPINE,0.125MG
ANDA085447,003,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG
ANDA085447,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG
ANDA085447,002,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG
ANDA085458,001,DEXAMETHASONE,0.5MG
ANDA085488,001,CHLORDIAZEPOXIDE,25MG
ANDA085528,001,HYDROXOCOBALAMIN,1MG
ANDA085544,001,DIETHYLPROPION HYDROCHLORIDE,25MG
ANDA085563,001,GLYCOPYRROLATE,2MG
ANDA085583,001,QUINIDINE SULFATE,300MG
ANDA085607,001,ACETAMINOPHEN,300MG
ANDA085607,001,CODEINE PHOSPHATE,60MG
ANDA085634,001,PHENDIMETRAZINE TARTRATE,35MG
ANDA085689,001,PHENTERMINE HYDROCHLORIDE,8MG
ANDA085701,002,DIPHENHYDRAMINE HYDROCHLORIDE,50MG
ANDA085701,001,DIPHENHYDRAMINE HYDROCHLORIDE,25MG
ANDA085732,002,ASPIRIN,389MG
ANDA085732,002,CAFFEINE,32.4MG
ANDA085732,002,PROPOXYPHENE HYDROCHLORIDE,65MG
ANDA085734,001,AMMONIUM CHLORIDE,40MEQ
ANDA085735,001,ATROPINE SULFATE,0.025MG
ANDA085735,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA085764,001,BUTABARBITAL SODIUM,15MG
ANDA085766,001,ATROPINE SULFATE,0.025MG
ANDA085766,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA085772,001,BUTABARBITAL SODIUM,30MG
ANDA085820,001,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA085844,001,SULFAMETHOXAZOLE,500MG
ANDA085850,001,BROMPHENIRAMINE MALEATE,4MG
ANDA085870,001,POTASSIUM CHLORIDE,2MEQ
ANDA085874,001,DIPHENHYDRAMINE HYDROCHLORIDE,25MG
ANDA085874,002,DIPHENHYDRAMINE HYDROCHLORIDE,50MG
ANDA085876,001,ATROPINE SULFATE,0.025MG
ANDA085876,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA085878,001,IMIPRAMINE HYDROCHLORIDE,25MG
ANDA085904,001,ISOPROTERENOL HYDROCHLORIDE,0.12MG
ANDA085907,001,ESTERIFIED,2.5MG
ANDA085927,001,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA085938,001,BUTABARBITAL SODIUM,15MG
ANDA085952,001,THEOPHYLLINE,80MG
ANDA085964,001,ACETAMINOPHEN,300MG
ANDA085964,001,CODEINE PHOSPHATE,60MG
ANDA085968,006,AMITRIPTYLINE HYDROCHLORIDE,75MG
ANDA085968,004,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA085968,002,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA085968,005,AMITRIPTYLINE HYDROCHLORIDE,150MG
ANDA085968,003,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA085968,001,AMITRIPTYLINE HYDROCHLORIDE,50MG
ANDA085970,001,AMITRIPTYLINE HYDROCHLORIDE,150MG
ANDA085992,001,ACETAMINOPHEN,300MG
ANDA085992,001,CODEINE PHOSPHATE,15MG
ANDA086024,001,ACETAMINOPHEN,120MG
ANDA086024,001,CODEINE PHOSPHATE,12MG
ANDA086079,001,HYDROCORTISONE,1%
ANDA086088,001,HYDRALAZINE HYDROCHLORIDE,25MG
ANDA086107,001,THEOPHYLLINE,80MG
ANDA086144,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA086159,001,METHYLPREDNISOLONE,16MG
ANDA086165,001,CYPROHEPTADINE HYDROCHLORIDE,4MG
ANDA086169,001,ISOSORBIDE DINITRATE,10MG
ANDA086170,001,HYDROCORTISONE,1%
ANDA086173,001,ATROPINE SULFATE,0.025MG
ANDA086173,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA086205,001,AMMONIUM CHLORIDE,3MEQ
ANDA086210,001,POTASSIUM CHLORIDE,3MEQ
ANDA086222,001,ISOSORBIDE DINITRATE,5MG
ANDA086265,001,ERGOLOID MESYLATES,0.5MG
ANDA086337,001,AMITRIPTYLINE HYDROCHLORIDE,75MG
ANDA086369,001,HYDROCHLOROTHIAZIDE,25MG
ANDA086385,001,NANDROLONE DECANOATE,50MG
ANDA086389,001,LIDOCAINE HYDROCHLORIDE,2%
ANDA086402,001,EPINEPHRINE,0.01MG
ANDA086402,001,LIDOCAINE HYDROCHLORIDE,1%
ANDA086423,001,ESTRADIOL VALERATE,8MG
ANDA086423,001,TESTOSTERONE ENANTHATE,180MG
ANDA086453,001,PHENTERMINE HYDROCHLORIDE,8MG
ANDA086480,001,THEOPHYLLINE,125MG
ANDA086485,001,THEOPHYLLINE,112.5MG
ANDA086513,001,HYDROCHLOROTHIAZIDE,25MG
ANDA086513,001,SPIRONOLACTONE,25MG
ANDA086519,001,CHLORPHENIRAMINE MALEATE,4MG
ANDA086530,004,SECOBARBITAL SODIUM,200MG
ANDA086530,002,SECOBARBITAL SODIUM,60MG
ANDA086530,003,SECOBARBITAL SODIUM,120MG
ANDA086530,001,SECOBARBITAL SODIUM,30MG
ANDA086543,001,DIPHENHYDRAMINE HYDROCHLORIDE,25MG
ANDA086577,001,TRIMETHOBENZAMIDE HYDROCHLORIDE,100MG
ANDA086732,002,PHENTERMINE HYDROCHLORIDE,30MG
ANDA086735,001,PHENTERMINE HYDROCHLORIDE,15MG
ANDA086745,001,AMITRIPTYLINE HYDROCHLORIDE,75MG
ANDA086760,001,AMINOPHYLLINE,225MG
ANDA086764,001,ISOPROTERENOL HYDROCHLORIDE,0.5%
ANDA086822,001,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA086834,001,PHENDIMETRAZINE TARTRATE,35MG
ANDA086854,001,AMITRIPTYLINE HYDROCHLORIDE,100MG
NDA018337,003,ACETAMINOPHEN,120MG
NDA018337,001,ACETAMINOPHEN,650MG
NDA018337,004,ACETAMINOPHEN,80MG
NDA018337,002,ACETAMINOPHEN,325MG
ANDA086945,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA086984,001,ERGOLOID MESYLATES,0.5MG
ANDA087004,002,HYDROCHLOROTHIAZIDE,25MG
ANDA087004,002,SPIRONOLACTONE,25MG
ANDA087007,001,TRICHLORMETHIAZIDE,2MG
ANDA087050,001,CHLORTHALIDONE,25MG
ANDA087075,001,DIATRIZOATE SODIUM,50%
ANDA087129,001,CYPROHEPTADINE HYDROCHLORIDE,4MG
ANDA087189,001,SULFAMETHOXAZOLE,500MG
ANDA087191,001,TRIAMCINOLONE ACETONIDE,0.025%
ANDA087204,001,CROTAMITON,10%
ANDA087208,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA087214,001,PHENDIMETRAZINE TARTRATE,105MG
ANDA087266,001,LINDANE,1%
ANDA087267,001,HYDROCHLOROTHIAZIDE,25MG
ANDA087267,001,SPIRONOLACTONE,25MG
ANDA087292,001,CHLORTHALIDONE,25MG
ANDA087341,001,METHYLPREDNISOLONE,4MG
ANDA087378,001,PHENDIMETRAZINE TARTRATE,105MG
ANDA087416,001,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA087512,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG
ANDA087520,001,CHLORPHENIRAMINE MALEATE,2MG
ANDA087541,001,TOLBUTAMIDE,500MG
ANDA087542,001,PROCAINAMIDE HYDROCHLORIDE,250MG
ANDA087564,001,ISOSORBIDE DINITRATE,30MG
NDA018419,003,FUROSEMIDE,80MG
NDA018419,001,FUROSEMIDE,20MG
NDA018419,002,FUROSEMIDE,40MG
ANDA087589,001,METHOCARBAMOL,500MG
ANDA087609,001,HYDRALAZINE HYDROCHLORIDE,100MG
ANDA087609,001,HYDROCHLOROTHIAZIDE,50MG
ANDA087619,001,IMIPRAMINE HYDROCHLORIDE,25MG
ANDA087661,001,METHOCARBAMOL,750MG
ANDA087682,001,PREDNISONE,5MG
ANDA087687,001,SPIRONOLACTONE,25MG
ANDA087699,001,CHLORTHALIDONE,50MG
NDA018445,001,DIFLUNISAL,250MG
NDA018445,002,DIFLUNISAL,500MG
ANDA087706,001,CHLORTHALIDONE,25MG
ANDA087752,001,HYDROCHLOROTHIAZIDE,50MG
NDA018452,001,SULFAMETHOXAZOLE,80MG
NDA018452,001,TRIMETHOPRIM,16MG
ANDA087766,001,THIORIDAZINE HYDROCHLORIDE,30MG
ANDA087768,001,IPODATE SODIUM,500MG
ANDA087769,001,SULFINPYRAZONE,100MG
ANDA087771,001,PREDNISOLONE ACETATE,0.25%
ANDA087771,001,SULFACETAMIDE SODIUM,10%
ANDA087783,001,CHLORPROMAZINE HYDROCHLORIDE,10MG
ANDA087786,001,METHYCLOTHIAZIDE,5MG
ANDA087798,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA087821,001,HYDROXYZINE HYDROCHLORIDE,50MG
ANDA087877,001,MECLIZINE HYDROCHLORIDE,12.5MG
ANDA087914,001,DIPHENHYDRAMINE HYDROCHLORIDE,50MG
ANDA087919,001,ACETAMINOPHEN,300MG
ANDA087919,001,CODEINE PHOSPHATE,30MG
ANDA087948,001,HYDROCHLOROTHIAZIDE,25MG
ANDA087948,001,SPIRONOLACTONE,25MG
ANDA087953,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
ANDA087974,001,DISULFIRAM,500MG
ANDA087979,001,CHLOROQUINE PHOSPHATE,250MG
ANDA087981,001,CHLORZOXAZONE,250MG
ANDA087984,001,PREDNISONE,5MG
ANDA087986,001,PREDNISONE,20MG
ANDA087992,001,TRIAMCINOLONE ACETONIDE,0.5%
NDA018494,001,CALCIUM CHLORIDE,20MG
NDA018494,001,POTASSIUM CHLORIDE,30MG
NDA018494,001,SODIUM CHLORIDE,600MG
NDA018494,001,SODIUM LACTATE,310MG
ANDA088020,001,PHENDIMETRAZINE TARTRATE,105MG
ANDA088029,001,HYDROCORTISONE,2.5%
ANDA088061,001,HYDROCORTISONE,1%
ANDA088079,001,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA088085,001,AMITRIPTYLINE HYDROCHLORIDE,25MG
ANDA088107,001,AMITRIPTYLINE HYDROCHLORIDE,100MG
ANDA088174,001,FLUOCINOLONE ACETONIDE,0.01%
ANDA088183,001,AMINOPHYLLINE,200MG
ANDA088189,001,HYDROCHLOROTHIAZIDE,50MG
ANDA088189,001,RESERPINE,0.125MG
ANDA088194,001,THIORIDAZINE HYDROCHLORIDE,50MG
ANDA088205,001,CYPROHEPTADINE HYDROCHLORIDE,4MG
ANDA088223,001,IMIPRAMINE HYDROCHLORIDE,50MG
ANDA088229,001,THIORIDAZINE HYDROCHLORIDE,100MG
ANDA088258,001,THIORIDAZINE HYDROCHLORIDE,30MG
ANDA088270,001,THIORIDAZINE HYDROCHLORIDE,10MG
ANDA088286,001,POTASSIUM CHLORIDE,2MEQ
ANDA088289,001,BETHANECHOL CHLORIDE,25MG
ANDA088294,001,LIDOCAINE HYDROCHLORIDE,2%
ANDA088357,001,HYDRALAZINE HYDROCHLORIDE,50MG
ANDA088357,001,HYDROCHLOROTHIAZIDE,50MG
ANDA088360,001,FLUOCINOLONE ACETONIDE,0.025%
ANDA088366,001,AMMONIUM CHLORIDE,5MEQ
ANDA088368,001,LIDOCAINE HYDROCHLORIDE,20%
ANDA088369,001,THEOPHYLLINE,200MG
ANDA088429,001,AMINOPHYLLINE,25MG
ANDA088431,001,QUINIDINE GLUCONATE,324MG
ANDA088451,001,TRIAMCINOLONE ACETONIDE,0.1%
ANDA088467,001,HYDRALAZINE HYDROCHLORIDE,25MG
NDA018549,001,DOPAMINE HYDROCHLORIDE,40MG
ANDA088483,001,DISULFIRAM,500MG
ANDA088493,001,THIORIDAZINE HYDROCHLORIDE,10MG
ANDA088497,001,METHYLPREDNISOLONE,4MG
ANDA088521,001,PHENYTOIN SODIUM,50MG
ANDA088560,001,HYDRALAZINE HYDROCHLORIDE,25MG
ANDA088567,001,THIORIDAZINE HYDROCHLORIDE,25MG
NDA018558,001,LITHIUM CARBONATE,300MG
ANDA088576,001,PHENTERMINE HYDROCHLORIDE,18.75MG
ANDA088585,001,DICYCLOMINE HYDROCHLORIDE,20MG
ANDA088605,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA088610,001,PHENTERMINE HYDROCHLORIDE,37.5MG
ANDA088612,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA088620,001,AMITRIPTYLINE HYDROCHLORIDE,10MG
ANDA088640,001,MEPERIDINE HYDROCHLORIDE,100MG
ANDA088649,001,HYDRALAZINE HYDROCHLORIDE,50MG
ANDA088663,001,THIORIDAZINE HYDROCHLORIDE,10MG
ANDA088693,001,TRIAMCINOLONE ACETONIDE,0.025%
ANDA088694,001,CHLORPROPAMIDE,100MG
NDA018580,001,RITODRINE HYDROCHLORIDE,10MG
NDA018580,002,RITODRINE HYDROCHLORIDE,15MG
ANDA088702,001,AMITRIPTYLINE HYDROCHLORIDE,150MG
ANDA088703,001,PREDNISONE,5MG
NDA018581,001,SODIUM NITROPRUSSIDE,50MG
ANDA088733,001,MECLIZINE HYDROCHLORIDE,25MG
ANDA088739,001,CODEINE PHOSPHATE,10MG
ANDA088739,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
NDA018586,001,DESOXIMETASONE,0.05%
ANDA088744,001,MEPERIDINE HYDROCHLORIDE,50MG
ANDA088755,001,THIORIDAZINE HYDROCHLORIDE,25MG
ANDA088766,001,FLUOROURACIL,50MG
ANDA088791,001,PREDNISOLONE ACETATE,0.5%
ANDA088791,001,SULFACETAMIDE SODIUM,10%
ANDA088759,001,GLACIAL,2%
ANDA088797,001,PHENTERMINE HYDROCHLORIDE,30MG
ANDA088799,001,HYDROCORTISONE,2.5%
ANDA088803,001,LIDOCAINE HYDROCHLORIDE,4%
ANDA088810,001,PREDNISONE,5MG
ANDA088830,001,PROCAINAMIDE HYDROCHLORIDE,500MG
ANDA088846,001,HYDRALAZINE HYDROCHLORIDE,10MG
ANDA088872,001,THIORIDAZINE HYDROCHLORIDE,200MG
ANDA088875,001,CODEINE PHOSPHATE,10MG
ANDA088875,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
NDA018602,003,DILTIAZEM HYDROCHLORIDE,90MG
NDA018602,001,DILTIAZEM HYDROCHLORIDE,30MG
NDA018602,004,DILTIAZEM HYDROCHLORIDE,120MG
NDA018602,002,DILTIAZEM HYDROCHLORIDE,60MG
ANDA088891,001,ERGOLOID MESYLATES,1MG
ANDA088896,001,CODEINE PHOSPHATE,10MG
ANDA088896,001,PHENYLEPHRINE HYDROCHLORIDE,5MG
ANDA088896,001,PROMETHAZINE HYDROCHLORIDE,6.25MG
ANDA088903,001,CHLORTHALIDONE,50MG
ANDA088929,001,FLUOROURACIL,50MG
ANDA088932,001,HYDROFLUMETHIAZIDE,50MG
ANDA088932,001,RESERPINE,0.125MG
ANDA088947,001,SULFACETAMIDE SODIUM,10%
ANDA088962,001,ATROPINE SULFATE,0.025MG
ANDA088962,001,DIPHENOXYLATE HYDROCHLORIDE,2.5MG
ANDA089030,001,PROCAINAMIDE HYDROCHLORIDE,500MG
ANDA089042,001,PROCAINAMIDE HYDROCHLORIDE,750MG
ANDA089047,001,SULFACETAMIDE SODIUM,15%
ANDA089048,001,THIORIDAZINE HYDROCHLORIDE,100MG
ANDA089060,001,BENZTROPINE MESYLATE,2MG
ANDA089074,001,HYDROCORTISONE,2.5%
ANDA089101,001,DIPHENHYDRAMINE HYDROCHLORIDE,25MG
ANDA089110,001,TOLBUTAMIDE,250MG
ANDA089122,001,HYDROXYZINE HYDROCHLORIDE,25MG
NDA018634,001,POVIDONE-IODINE,5%
ANDA089127,001,ASPIRIN,325MG
ANDA089127,001,MEPROBAMATE,200MG
ANDA089175,001,ACETAMINOPHEN,325MG
ANDA089175,001,BUTALBITAL,50MG
ANDA089175,001,CAFFEINE,40MG
ANDA089177,001,FOLIC ACID,1MG
ANDA089208,001,METHYLPREDNISOLONE,24MG
ANDA089209,001,METHYLPREDNISOLONE,32MG
ANDA089231,001,ACETAMINOPHEN,650MG
ANDA089231,001,CODEINE PHOSPHATE,30MG
ANDA089252,001,ISOETHARINE HYDROCHLORIDE,1%
ANDA089268,001,ACETAMINOPHEN,325MG
ANDA089268,001,BUTALBITAL,50MG
NDA018657,001,METRONIDAZOLE,500MG
ANDA018659,001,ALLOPURINOL,100MG
ANDA018659,002,ALLOPURINOL,300MG
ANDA089362,001,LIDOCAINE HYDROCHLORIDE,20%
ANDA089366,001,HYDROXYZINE HYDROCHLORIDE,10MG
ANDA089370,001,PROCAINAMIDE HYDROCHLORIDE,500MG
ANDA089371,001,PROCAINAMIDE HYDROCHLORIDE,750MG
ANDA089382,001,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA089388,001,PREDNISONE,10MG
NDA018668,001,ETHINYL ESTRADIOL,0.03MG
NDA018668,001,LEVONORGESTREL,0.15MG
ANDA089418,001,METHOCARBAMOL,750MG
ANDA089421,001,POTASSIUM CHLORIDE,2MEQ
ANDA089423,001,AMITRIPTYLINE HYDROCHLORIDE,150MG
ANDA089454,001,PROTAMINE SULFATE,10MG
NDA018674,001,METRONIDAZOLE,500MG
ANDA089501,001,PHENYTOIN SODIUM,50MG
ANDA089519,001,FLUOROURACIL,50MG
ANDA089528,001,PROCAINAMIDE HYDROCHLORIDE,100MG
NDA018677,001,NABILONE,1MG
NDA018678,001,AMINO ACIDS,4%
ANDA089599,001,PREDNISONE,20MG
ANDA089614,001,ISOETHARINE HYDROCHLORIDE,0.062%
ANDA089624,001,EDROPHONIUM CHLORIDE,10MG
ANDA089654,001,PREDNISOLONE,5MG
ANDA089674,001,MECLIZINE HYDROCHLORIDE,50MG
ANDA089681,001,BROMPHENIRAMINE MALEATE,2MG
ANDA089681,001,DEXTROMETHORPHAN HYDROBROMIDE,10MG
NDA018753,002,FUROSEMIDE,40MG
ANDA089681,001,PSEUDOEPHEDRINE HYDROCHLORIDE,30MG
ANDA089682,001,HYDROCORTISONE,2.5%
ANDA089697,001,ACETAMINOPHEN,500MG
ANDA089697,001,HYDROCODONE BITARTRATE,5MG
ANDA089707,001,PERPHENAZINE,2MG
ANDA089753,002,ACETAZOLAMIDE,125MG
ANDA089753,001,ACETAZOLAMIDE,250MG
ANDA089754,001,HYDROCORTISONE,2.5%
ANDA089764,001,THIORIDAZINE HYDROCHLORIDE,150MG
ANDA089774,001,NITROGLYCERIN,0.6MG
ANDA089808,001,THEOPHYLLINE,200MG
NDA018692,001,BUPIVACAINE HYDROCHLORIDE,0.75%
ANDA089819,001,ISOETHARINE HYDROCHLORIDE,0.17%
ANDA089859,001,CHLORZOXAZONE,500MG
ANDA089894,001,QUINIDINE GLUCONATE,324MG
ANDA089953,003,THIORIDAZINE HYDROCHLORIDE,25MG
ANDA089953,001,THIORIDAZINE HYDROCHLORIDE,100MG
ANDA089953,004,THIORIDAZINE HYDROCHLORIDE,10MG
ANDA089953,002,THIORIDAZINE HYDROCHLORIDE,50MG
ANDA089959,001,ACETAMINOPHEN,650MG
ANDA089959,001,PROPOXYPHENE HYDROCHLORIDE,65MG
ANDA089999,001,ACETAMINOPHEN,300MG
ANDA089999,001,CODEINE PHOSPHATE,60MG
ANDA090008,003,REPAGLINIDE,2MG
ANDA090008,001,REPAGLINIDE,0.5MG
ANDA090008,002,REPAGLINIDE,1MG
ANDA090043,002,MEMANTINE HYDROCHLORIDE,10MG
ANDA090043,001,MEMANTINE HYDROCHLORIDE,5MG
ANDA090044,001,MEMANTINE HYDROCHLORIDE,5MG
ANDA090044,002,MEMANTINE HYDROCHLORIDE,10MG
ANDA090114,001,DROSPIRENONE,3MG
ANDA090114,001,ETHINYL ESTRADIOL,0.03MG
ANDA090125,001,NICARDIPINE HYDROCHLORIDE,25MG
ANDA090153,002,ZOLPIDEM TARTRATE,12.5MG
ANDA090153,001,ZOLPIDEM TARTRATE,6.25MG
ANDA090164,001,TRIAMCINOLONE ACETONIDE,40MG
ANDA090199,001,LEVOCETIRIZINE DIHYDROCHLORIDE,5MG
ANDA090200,002,METHOCARBAMOL,750MG
ANDA090200,001,METHOCARBAMOL,500MG
ANDA090231,001,POLYETHYLENE GLYCOL 3350,236GM
ANDA090231,001,POTASSIUM CHLORIDE,2.97GM
ANDA090231,001,SODIUM BICARBONATE,6.74GM
ANDA090231,001,SODIUM CHLORIDE,5.86GM
ANDA090231,001,SODIUM SULFATE ANHYDROUS,22.74GM
ANDA090244,001,MEMANTINE HYDROCHLORIDE,5MG
ANDA090244,002,MEMANTINE HYDROCHLORIDE,10MG
ANDA090248,003,ALPRAZOLAM,1MG
